Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Months Code,Months,Unit,Value,Flag,Flag Description
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","56","Maize","2000","2000","7021","Annual value","","49.07","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","867","Meat, cattle","2000","2000","7021","Annual value","","44.8","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","1058","Meat, chicken","2000","2000","7021","Annual value","","31.18","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","1069","Meat, duck","2000","2000","7021","Annual value","","42.05","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","1035","Meat, pig","2000","2000","7021","Annual value","","17.18","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","882","Milk, whole fresh cow","2000","2000","7021","Annual value","","49.09","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","27","Rice, paddy","2000","2000","7021","Annual value","","33.99","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","236","Soybeans","2000","2000","7021","Annual value","","41.09","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2001","2001","7021","Annual value","","28.58","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","125","Cassava","2001","2001","7021","Annual value","","100.67","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","1062","Eggs, hen, in shell","2001","2001","7021","Annual value","","49.31","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","56","Maize","2001","2001","7021","Annual value","","37.68","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","867","Meat, cattle","2001","2001","7021","Annual value","","36.99","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","1058","Meat, chicken","2001","2001","7021","Annual value","","53.96","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","1069","Meat, duck","2001","2001","7021","Annual value","","43.25","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","1035","Meat, pig","2001","2001","7021","Annual value","","14.18","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","882","Milk, whole fresh cow","2001","2001","7021","Annual value","","49.31","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","27","Rice, paddy","2001","2001","7021","Annual value","","37.85","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","236","Soybeans","2001","2001","7021","Annual value","","33.57","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2002","2002","7021","Annual value","","20.58","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","125","Cassava","2002","2002","7021","Annual value","","109.2","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","1062","Eggs, hen, in shell","2002","2002","7021","Annual value","","49.28","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","56","Maize","2002","2002","7021","Annual value","","22.77","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","867","Meat, cattle","2002","2002","7021","Annual value","","49.28","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","1058","Meat, chicken","2002","2002","7021","Annual value","","57.13","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","1069","Meat, duck","2002","2002","7021","Annual value","","54.15","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","1035","Meat, pig","2002","2002","7021","Annual value","","18.89","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","882","Milk, whole fresh cow","2002","2002","7021","Annual value","","49.28","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","27","Rice, paddy","2002","2002","7021","Annual value","","43.17","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","236","Soybeans","2002","2002","7021","Annual value","","58.95","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2003","2003","7021","Annual value","","18.86","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","125","Cassava","2003","2003","7021","Annual value","","92.42","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","1062","Eggs, hen, in shell","2003","2003","7021","Annual value","","49.81","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","56","Maize","2003","2003","7021","Annual value","","30.15","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","867","Meat, cattle","2003","2003","7021","Annual value","","49.81","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","1058","Meat, chicken","2003","2003","7021","Annual value","","53.84","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","1069","Meat, duck","2003","2003","7021","Annual value","","53.04","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","1035","Meat, pig","2003","2003","7021","Annual value","","19.23","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","882","Milk, whole fresh cow","2003","2003","7021","Annual value","","49.81","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","27","Rice, paddy","2003","2003","7021","Annual value","","38.4","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","236","Soybeans","2003","2003","7021","Annual value","","44.67","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2004","2004","7021","Annual value","","32.58","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","125","Cassava","2004","2004","7021","Annual value","","142.33","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","1062","Eggs, hen, in shell","2004","2004","7021","Annual value","","52.85","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","56","Maize","2004","2004","7021","Annual value","","39.25","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","867","Meat, cattle","2004","2004","7021","Annual value","","52.85","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","1058","Meat, chicken","2004","2004","7021","Annual value","","64.37","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","1069","Meat, duck","2004","2004","7021","Annual value","","62.9","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","1035","Meat, pig","2004","2004","7021","Annual value","","21.6","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","882","Milk, whole fresh cow","2004","2004","7021","Annual value","","52.85","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","27","Rice, paddy","2004","2004","7021","Annual value","","49.24","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","236","Soybeans","2004","2004","7021","Annual value","","49.14","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2005","2005","7021","Annual value","","50.87","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","125","Cassava","2005","2005","7021","Annual value","","153.28","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","1062","Eggs, hen, in shell","2005","2005","7021","Annual value","","56.26","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","56","Maize","2005","2005","7021","Annual value","","43.49","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","867","Meat, cattle","2005","2005","7021","Annual value","","56.26","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","1058","Meat, chicken","2005","2005","7021","Annual value","","74.94","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","1069","Meat, duck","2005","2005","7021","Annual value","","91.59","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","1035","Meat, pig","2005","2005","7021","Annual value","","27.65","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","882","Milk, whole fresh cow","2005","2005","7021","Annual value","","56.26","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","27","Rice, paddy","2005","2005","7021","Annual value","","55.21","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","236","Soybeans","2005","2005","7021","Annual value","","43.7","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2006","2006","7021","Annual value","","68.58","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","125","Cassava","2006","2006","7021","Annual value","","136.45","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","1062","Eggs, hen, in shell","2006","2006","7021","Annual value","","60.35","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","56","Maize","2006","2006","7021","Annual value","","47.89","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","867","Meat, cattle","2006","2006","7021","Annual value","","60.35","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","1058","Meat, chicken","2006","2006","7021","Annual value","","96.38","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","1069","Meat, duck","2006","2006","7021","Annual value","","98.24","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","1035","Meat, pig","2006","2006","7021","Annual value","","63.14","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","882","Milk, whole fresh cow","2006","2006","7021","Annual value","","60.35","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","27","Rice, paddy","2006","2006","7021","Annual value","","51.44","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","236","Soybeans","2006","2006","7021","Annual value","","43.35","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2007","2007","7021","Annual value","","85.73","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","125","Cassava","2007","2007","7021","Annual value","","119.63","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","1062","Eggs, hen, in shell","2007","2007","7021","Annual value","","67.42","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","56","Maize","2007","2007","7021","Annual value","","76.15","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","867","Meat, cattle","2007","2007","7021","Annual value","","67.42","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","1058","Meat, chicken","2007","2007","7021","Annual value","","109.74","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","1069","Meat, duck","2007","2007","7021","Annual value","","109.75","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","1035","Meat, pig","2007","2007","7021","Annual value","","67.42","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","882","Milk, whole fresh cow","2007","2007","7021","Annual value","","67.42","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","27","Rice, paddy","2007","2007","7021","Annual value","","66.14","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","236","Soybeans","2007","2007","7021","Annual value","","65.89","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2008","2008","7021","Annual value","","58.7","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","125","Cassava","2008","2008","7021","Annual value","","102.8","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","1062","Eggs, hen, in shell","2008","2008","7021","Annual value","","84.28","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","56","Maize","2008","2008","7021","Annual value","","82.75","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","867","Meat, cattle","2008","2008","7021","Annual value","","84.28","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","1058","Meat, chicken","2008","2008","7021","Annual value","","89.53","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","1069","Meat, duck","2008","2008","7021","Annual value","","93.06","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","1035","Meat, pig","2008","2008","7021","Annual value","","84.28","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","882","Milk, whole fresh cow","2008","2008","7021","Annual value","","84.28","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","27","Rice, paddy","2008","2008","7021","Annual value","","92.32","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","236","Soybeans","2008","2008","7021","Annual value","","105.53","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2009","2009","7021","Annual value","","64.47","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","125","Cassava","2009","2009","7021","Annual value","","56.31","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","1062","Eggs, hen, in shell","2009","2009","7021","Annual value","","82.15","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","56","Maize","2009","2009","7021","Annual value","","65.32","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","867","Meat, cattle","2009","2009","7021","Annual value","","82.15","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","1058","Meat, chicken","2009","2009","7021","Annual value","","84.02","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","1069","Meat, duck","2009","2009","7021","Annual value","","78.49","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","1035","Meat, pig","2009","2009","7021","Annual value","","82.15","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","882","Milk, whole fresh cow","2009","2009","7021","Annual value","","82.15","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","27","Rice, paddy","2009","2009","7021","Annual value","","81.66","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","236","Soybeans","2009","2009","7021","Annual value","","82.22","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2010","2010","7021","Annual value","","75.04","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","125","Cassava","2010","2010","7021","Annual value","","84.89","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","1062","Eggs, hen, in shell","2010","2010","7021","Annual value","","86.39","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","56","Maize","2010","2010","7021","Annual value","","86.51","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","867","Meat, cattle","2010","2010","7021","Annual value","","86.39","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","1058","Meat, chicken","2010","2010","7021","Annual value","","88.63","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","1069","Meat, duck","2010","2010","7021","Annual value","","82.42","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","1035","Meat, pig","2010","2010","7021","Annual value","","86.39","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","882","Milk, whole fresh cow","2010","2010","7021","Annual value","","86.39","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","27","Rice, paddy","2010","2010","7021","Annual value","","93.88","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","236","Soybeans","2010","2010","7021","Annual value","","86.35","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","486","Bananas","2011","2011","7021","Annual value","","94.02","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","125","Cassava","2011","2011","7021","Annual value","","114.46","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","1062","Eggs, hen, in shell","2011","2011","7021","Annual value","","97.56","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","56","Maize","2011","2011","7021","Annual value","","96.88","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","867","Meat, cattle","2011","2011","7021","Annual value","","97.56","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","1058","Meat, chicken","2011","2011","7021","Annual value","","95.69","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","1069","Meat, duck","2011","2011","7021","Annual value","","97.53","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","1035","Meat, pig","2011","2011","7021","Annual value","","97.56","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","882","Milk, whole fresh cow","2011","2011","7021","Annual value","","97.56","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","27","Rice, paddy","2011","2011","7021","Annual value","","100.03","Fc","Calculated data"
"PP","Producer Prices","115","Cambodia","5539","Producer Price Index (2014-2016 = 100)","236","Soybeans","2011","2011","7021","Annual value","","100.78","Fc","Calculated data"
"PP","Producer Prices","101","Indonesia","5532","Producer Price (USD/tonne)","125","Cassava","2000","2000","7021","Annual value","USD","39.4","","Official data"
"PP","Producer Prices","101","Indonesia","5532","Producer Price (USD/tonne)","56","Maize","2000","2000","7021","Annual value","USD","110.5","","Official data"
"PP","Producer Prices","101","Indonesia","5532","Producer Price (USD/tonne)","1017","Meat, goat","2000","2000","7021","Annual value","USD","1736.5","","Official data"
"PP","Producer Prices","101","Indonesia","5532","Producer Price (USD/tonne)","403","Onions, dry","2000","2000","7021","Annual value","USD","419.6","","Official data"
"PP","Producer Prices","101","Indonesia","5532","Producer Price (USD/tonne)","27","Rice, paddy","2000","2000","7021","Annual value","USD","127.1","","Official data"
"PP","Producer Prices","101","Indonesia","5532","Producer Price (USD/tonne)","236","Soybeans","2000","2000","7021","Annual value","USD","269.3","","Official data"
"PP","Producer Prices","101","Indonesia","5532","Producer Price (USD/tonne)","125","Cassava","2001","2001","7021","Annual value","USD","38.5","","Official data"
"PP","Producer Prices","101","Indonesia","5532","Producer Price (USD/tonne)","56","Maize","2001","2001","7021","Annual value","USD","119.9","","Official data"
"PP","Producer Prices","101","Indonesia","5532","Producer Price (USD/tonne)","1017","Meat, goat","2001","2001","7021","Annual value","USD","1535.5","","Official data"
"PP","Producer Prices","101","Indonesia","5532","Producer Price (USD/tonne)","403","Onions, dry","2001","2001","7021","Annual value","USD","511.7","","Official data"
"PP","Producer Prices","101","Indonesia","5532","Producer Price (USD/tonne)","27","Rice, paddy","2001","2001","7021","Annual value","USD","112.3","","Official data"
"PP","Producer Prices","101","Indonesia","5532","Producer Price (USD/tonne)","236","Soybeans","2001","2001","7021","Annual value","USD","259.5","","Official data"
"PP","Producer Prices","101","Indonesia","5532","Producer Price (USD/tonne)","125","Cassava","2002","2002","7021","Annual value","USD","62.9","","Official data"
"PP","Producer Prices","101","Indonesia","5532","Producer Price (USD/tonne)","56","Maize","2002","2002","7021","Annual value","USD","130.2","","Official data"
"PP","Producer Prices","101","Indonesia","5532","Producer Price (USD/tonne)","1058","Meat, chicken","2002","2002","7021","Annual value","USD","1431.1","Fc","Calculated data"
"PP","Producer Prices","101","Indonesia","5532","Producer Price (USD/tonne)","1017","Meat, goat","2002","2002","7021","Annual value","USD","2830.5","","Official data"
"PP","Producer Prices","101","Indonesia","5532","Producer Price (USD/tonne)","977","Meat, sheep","2002","2002","7021","Annual value","USD","3204.6","Fc","Calculated data"
"PP","Producer Prices","101","Indonesia","5532","Producer Price (USD/tonne)","403","Onions, dry","2002","2002","7021","Annual value","USD","562.9","","Official data"
"PP","Producer Prices","101","Indonesia","5532","Producer Price (USD/tonne)","27","Rice, paddy","2002","2002","7021","Annual value","USD","133.9","","Official data"
"PP","Producer Prices","101","Indonesia","5532","Producer Price (USD/tonne)","236","Soybeans","2002","2002","7021","Annual value","USD","334","","Official data"
"PP","Producer Prices","101","Indonesia","5532","Producer Price (USD/tonne)","125","Cassava","2003","2003","7021","Annual value","USD","74","","Official data"
"PP","Producer Prices","101","Indonesia","5532","Producer Price (USD/tonne)","56","Maize","2003","2003","7021","Annual value","USD","146.3","","Official data"
"PP","Producer Prices","101","Indonesia","5532","Producer Price (USD/tonne)","867","Meat, cattle","2003","2003","7021","Annual value","USD","3421.1","Ce","Calculated data based on estimated data"
"PP","Producer Prices","101","Indonesia","5532","Producer Price (USD/tonne)","1058","Meat, chicken","2003","2003","7021","Annual value","USD","1566.1","Ce","Calculated data based on estimated data"
"PP","Producer Prices","101","Indonesia","5532","Producer Price (USD/tonne)","1035","Meat, pig","2003","2003","7021","Annual value","USD","1687.9","Ce","Calculated data based on estimated data"
"PP","Producer Prices","101","Indonesia","5532","Producer Price (USD/tonne)","977","Meat, sheep","2003","2003","7021","Annual value","USD","3506.9","Ce","Calculated data based on estimated data"
"PP","Producer Prices","101","Indonesia","5532","Producer Price (USD/tonne)","403","Onions, dry","2003","2003","7021","Annual value","USD","628.3","","Official data"
"PP","Producer Prices","101","Indonesia","5532","Producer Price (USD/tonne)","27","Rice, paddy","2003","2003","7021","Annual value","USD","140.5","","Official data"
"PP","Producer Prices","101","Indonesia","5532","Producer Price (USD/tonne)","236","Soybeans","2003","2003","7021","Annual value","USD","382.2","","Official data"
"PP","Producer Prices","101","Indonesia","5532","Producer Price (USD/tonne)","125","Cassava","2004","2004","7021","Annual value","USD","75.2","","Official data"
"PP","Producer Prices","101","Indonesia","5532","Producer Price (USD/tonne)","56","Maize","2004","2004","7021","Annual value","USD","152.9","","Official data"
"PP","Producer Prices","101","Indonesia","5532","Producer Price (USD/tonne)","867","Meat, cattle","2004","2004","7021","Annual value","USD","3477.1","Ce","Calculated data based on estimated data"
"PP","Producer Prices","101","Indonesia","5532","Producer Price (USD/tonne)","1058","Meat, chicken","2004","2004","7021","Annual value","USD","1591.8","Ce","Calculated data based on estimated data"
"PP","Producer Prices","101","Indonesia","5532","Producer Price (USD/tonne)","1035","Meat, pig","2004","2004","7021","Annual value","USD","1715.5","Ce","Calculated data based on estimated data"
"PP","Producer Prices","101","Indonesia","5532","Producer Price (USD/tonne)","977","Meat, sheep","2004","2004","7021","Annual value","USD","3564.4","Ce","Calculated data based on estimated data"
"PP","Producer Prices","101","Indonesia","5532","Producer Price (USD/tonne)","254","Oil palm fruit","2004","2004","7021","Annual value","USD","64.1","","Official data"
"PP","Producer Prices","101","Indonesia","5532","Producer Price (USD/tonne)","257","Oil, palm","2004","2004","7021","Annual value","USD","320.6","Fc","Calculated data"
"PP","Producer Prices","101","Indonesia","5532","Producer Price (USD/tonne)","403","Onions, dry","2004","2004","7021","Annual value","USD","540.7","","Official data"
"PP","Producer Prices","101","Indonesia","5532","Producer Price (USD/tonne)","27","Rice, paddy","2004","2004","7021","Annual value","USD","175.9","","Official data"
"PP","Producer Prices","101","Indonesia","5532","Producer Price (USD/tonne)","236","Soybeans","2004","2004","7021","Annual value","USD","391.5","","Official data"
"PP","Producer Prices","101","Indonesia","5532","Producer Price (USD/tonne)","486","Bananas","2005","2005","7021","Annual value","USD","176.6","","Official data"
"PP","Producer Prices","101","Indonesia","5532","Producer Price (USD/tonne)","125","Cassava","2005","2005","7021","Annual value","USD","83.1","","Official data"
"PP","Producer Prices","101","Indonesia","5532","Producer Price (USD/tonne)","406","Garlic","2005","2005","7021","Annual value","USD","632.1","","Official data"
"PP","Producer Prices","101","Indonesia","5532","Producer Price (USD/tonne)","56","Maize","2005","2005","7021","Annual value","USD","137.9","","Official data"
"PP","Producer Prices","101","Indonesia","5532","Producer Price (USD/tonne)","867","Meat, cattle","2005","2005","7021","Annual value","USD","4113.4","Fc","Calculated data"
"PP","Producer Prices","101","Indonesia","5532","Producer Price (USD/tonne)","1058","Meat, chicken","2005","2005","7021","Annual value","USD","2160.7","Fc","Calculated data"
"PP","Producer Prices","101","Indonesia","5532","Producer Price (USD/tonne)","1017","Meat, goat","2005","2005","7021","Annual value","USD","4840.7","Fc","Calculated data"
